x,OC,CS,NC
8.69,603.58,649.3,653.31
8.7,603.8,649.29,653.3
8.71,604.02,649.29,653.28
8.72,604.23,649.29,653.27
8.73,604.45,649.29,653.25
8.74,604.66,649.28,653.24
8.75,604.86,649.28,653.22
8.76,605.07,649.28,653.21
8.77,605.27,649.27,653.19
8.78,605.47,649.27,653.18
8.79,605.67,649.27,653.16
8.8,605.87,649.26,653.15
8.81,606.06,649.26,653.14
8.82,606.25,649.26,653.12
8.83,606.44,649.25,653.11
8.84,606.63,649.25,653.09
8.85,606.81,649.25,653.08
8.86,607,649.25,653.07
8.87,607.18,649.24,653.05
8.88,607.36,649.24,653.04
8.89,607.54,649.24,653.03
8.9,607.71,649.23,653.01
8.91,607.88,649.23,653
8.92,608.06,649.23,652.99
8.93,608.23,649.22,652.98
8.94,608.39,649.22,652.96
8.95,608.56,649.22,652.95
8.96,608.72,649.21,652.94
8.97,608.89,649.21,652.93
8.98,609.05,649.21,652.91
8.99,609.21,649.21,652.9
9,609.36,649.2,652.89
9.01,609.52,649.2,652.88
9.02,609.67,649.2,652.87
9.03,609.83,649.19,652.85
9.04,609.98,649.19,652.84
9.05,610.13,649.19,652.83
9.06,610.28,649.18,652.82
9.07,610.42,649.18,652.81
9.08,610.57,649.18,652.8
9.09,610.71,649.17,652.78
9.1,610.85,649.17,652.77
9.11,610.99,649.17,652.76
9.12,611.13,649.17,652.75
9.13,611.27,649.16,652.74
9.14,611.41,649.16,652.73
9.15,611.55,649.16,652.72
9.16,611.68,649.15,652.71
9.17,611.81,649.15,652.7
9.18,611.94,649.15,652.69
9.19,612.08,649.14,652.68
9.2,612.2,649.14,652.66
9.21,612.33,649.14,652.65
9.22,612.46,649.13,652.64
9.23,612.59,649.13,652.63
9.24,612.71,649.13,652.62
9.25,612.84,649.13,652.61
9.26,612.96,649.12,652.6
9.27,613.08,649.12,652.59
9.28,613.2,649.12,652.58
9.29,613.32,649.11,652.57
9.3,613.44,649.11,652.56
9.31,613.56,649.11,652.55
9.32,613.68,649.1,652.54
9.33,613.79,649.1,652.53
9.34,613.91,649.1,652.52
9.35,614.02,649.09,652.52
9.36,614.14,649.09,652.51
9.37,614.25,649.09,652.5
9.38,614.36,649.08,652.49
9.39,614.48,649.08,652.48
9.4,614.59,649.08,652.47
9.41,614.7,649.08,652.46
9.42,614.81,649.07,652.45
9.43,614.92,649.07,652.44
9.44,615.03,649.07,652.43
9.45,615.13,649.06,652.42
9.46,615.24,649.06,652.42
9.47,615.35,649.06,652.41
9.48,615.45,649.05,652.4
9.49,615.56,649.05,652.39
9.5,615.67,649.05,652.38
9.51,615.77,649.04,652.37
9.52,615.88,649.04,652.36
9.53,615.98,649.04,652.35
9.54,616.08,649.04,652.35
9.55,616.19,649.03,652.34
9.56,616.29,649.03,652.33
9.57,616.39,649.03,652.32
9.58,616.5,649.02,652.31
9.59,616.6,649.02,652.31
9.6,616.7,649.02,652.3
9.61,616.8,649.01,652.29
9.62,616.91,649.01,652.28
9.63,617.01,649.01,652.27
9.64,617.11,649,652.27
9.65,617.21,649,652.26
9.66,617.31,649,652.25
9.67,617.41,649,652.24
9.68,617.52,648.99,652.23
9.69,617.62,648.99,652.23
9.7,617.72,648.99,652.22
9.71,617.82,648.98,652.21
9.72,617.92,648.98,652.2
9.73,618.02,648.98,652.2
9.74,618.13,648.97,652.19
9.75,618.23,648.97,652.18
9.76,618.33,648.97,652.17
9.77,618.43,648.96,652.17
9.78,618.54,648.96,652.16
9.79,618.64,648.96,652.15
9.8,618.74,648.96,652.14
9.81,618.85,648.95,652.14
9.82,618.95,648.95,652.13
9.83,619.06,648.95,652.12
9.84,619.16,648.94,652.12
9.85,619.27,648.94,652.11
9.86,619.37,648.94,652.1
9.87,619.48,648.93,652.1
9.88,619.59,648.93,652.09
9.89,619.7,648.93,652.08
9.9,619.81,648.92,652.08
9.91,619.91,648.92,652.07
9.92,620.02,648.92,652.06
9.93,620.13,648.92,652.05
9.94,620.25,648.91,652.05
9.95,620.36,648.91,652.04
9.96,620.47,648.91,652.04
9.97,620.59,648.9,652.03
9.98,620.7,648.9,652.02
9.99,620.82,648.9,652.02
10,620.93,648.89,652.01
10.01,621.05,648.89,652
10.02,621.17,648.89,652
10.03,621.29,648.88,651.99
10.04,621.41,648.88,651.98
10.05,621.53,648.88,651.98
10.06,621.65,648.88,651.97
10.07,621.78,648.87,651.96
10.08,621.9,648.87,651.96
10.09,622.03,648.87,651.95
10.1,622.16,648.86,651.95
10.11,622.28,648.86,651.94
10.12,622.41,648.86,651.93
10.13,622.54,648.85,651.93
10.14,622.67,648.85,651.92
10.15,622.8,648.85,651.92
10.16,622.94,648.84,651.91
10.17,623.07,648.84,651.9
10.18,623.2,648.84,651.9
10.19,623.34,648.84,651.89
10.2,623.47,648.83,651.89
10.21,623.61,648.83,651.88
10.22,623.75,648.83,651.88
10.23,623.89,648.82,651.87
10.24,624.03,648.82,651.86
10.25,624.17,648.82,651.86
10.26,624.31,648.81,651.85
10.27,624.45,648.81,651.85
10.28,624.59,648.81,651.84
10.29,624.73,648.8,651.84
10.3,624.88,648.8,651.83
10.31,625.02,648.8,651.82
10.32,625.17,648.8,651.82
10.33,625.31,648.79,651.81
10.34,625.46,648.79,651.81
10.35,625.6,648.79,651.8
10.36,625.75,648.78,651.8
10.37,625.9,648.78,651.79
10.38,626.05,648.78,651.79
10.39,626.2,648.77,651.78
10.4,626.35,648.77,651.78
10.41,626.5,648.77,651.77
10.42,626.65,648.76,651.77
10.43,626.8,648.76,651.76
10.44,626.95,648.76,651.76
10.45,627.1,648.76,651.75
10.46,627.25,648.75,651.75
10.47,627.4,648.75,651.74
10.48,627.56,648.75,651.74
10.49,627.71,648.74,651.73
10.5,627.86,648.74,651.72
10.51,628.02,648.74,651.72
10.52,628.17,648.73,651.71
10.53,628.32,648.73,651.71
10.54,628.48,648.73,651.7
10.55,628.63,648.72,651.7
10.56,628.79,648.72,651.69
10.57,628.94,648.72,651.69
10.58,629.1,648.72,651.69
10.59,629.25,648.71,651.68
10.6,629.41,648.71,651.68
10.61,629.56,648.71,651.67
10.62,629.72,648.7,651.67
10.63,629.87,648.7,651.66
10.64,630.03,648.7,651.66
10.65,630.18,648.69,651.65
10.66,630.34,648.69,651.65
10.67,630.49,648.69,651.64
10.68,630.65,648.68,651.64
10.69,630.8,648.68,651.63
10.7,630.96,648.68,651.63
10.71,631.11,648.68,651.62
10.72,631.27,648.67,651.62
10.73,631.42,648.67,651.61
10.74,631.57,648.67,651.61
10.75,631.73,648.66,651.6
10.76,631.88,648.66,651.6
10.77,632.03,648.66,651.6
10.78,632.19,648.65,651.59
10.79,632.34,648.65,651.59
10.8,632.49,648.65,651.58
10.81,632.64,648.64,651.58
10.82,632.79,648.64,651.57
10.83,632.94,648.64,651.57
10.84,633.09,648.64,651.56
10.85,633.24,648.63,651.56
10.86,633.39,648.63,651.56
10.87,633.53,648.63,651.55
10.88,633.68,648.62,651.55
10.89,633.83,648.62,651.54
10.9,633.97,648.62,651.54
10.91,634.12,648.61,651.53
10.92,634.26,648.61,651.53
10.93,634.4,648.61,651.53
10.94,634.55,648.6,651.52
10.95,634.69,648.6,651.52
10.96,634.83,648.6,651.51
10.97,634.97,648.6,651.51
10.98,635.11,648.59,651.5
10.99,635.24,648.59,651.5
11,635.38,648.59,651.5
11.01,635.52,648.58,651.49
11.02,635.65,648.58,651.49
11.03,635.78,648.58,651.48
11.04,635.92,648.57,651.48
11.05,636.05,648.57,651.47
11.06,636.18,648.57,651.47
11.07,636.31,648.56,651.47
11.08,636.43,648.56,651.46
11.09,636.56,648.56,651.46
11.1,636.68,648.56,651.45
11.11,636.81,648.55,651.45
11.12,636.93,648.55,651.45
11.13,637.05,648.55,651.44
11.14,637.17,648.54,651.44
11.15,637.29,648.54,651.43
11.16,637.4,648.54,651.43
11.17,637.52,648.53,651.43
11.18,637.63,648.53,651.42
11.19,637.74,648.53,651.42
11.2,637.85,648.52,651.41
11.21,637.96,648.52,651.41
11.22,638.07,648.52,651.41
11.23,638.17,648.52,651.4
11.24,638.28,648.51,651.4
11.25,638.38,648.51,651.39
11.26,638.48,648.51,651.39
11.27,638.58,648.5,651.39
11.28,638.68,648.5,651.38
11.29,638.78,648.5,651.38
11.3,638.87,648.49,651.37
11.31,638.97,648.49,651.37
11.32,639.06,648.49,651.37
11.33,639.15,648.48,651.36
11.34,639.25,648.48,651.36
11.35,639.34,648.48,651.35
11.36,639.42,648.48,651.35
11.37,639.51,648.47,651.35
11.38,639.6,648.47,651.34
11.39,639.68,648.47,651.34
11.4,639.77,648.46,651.34
11.41,639.85,648.46,651.33
11.42,639.93,648.46,651.33
11.43,640.01,648.45,651.32
11.44,640.09,648.45,651.32
11.45,640.17,648.45,651.32
11.46,640.25,648.44,651.31
11.47,640.33,648.44,651.31
11.48,640.4,648.44,651.3
11.49,640.48,648.44,651.3
11.5,640.55,648.43,651.3
11.51,640.62,648.43,651.29
11.52,640.7,648.43,651.29
11.53,640.77,648.42,651.29
11.54,640.84,648.42,651.28
11.55,640.91,648.42,651.28
11.56,640.97,648.41,651.27
11.57,641.04,648.41,651.27
11.58,641.11,648.41,651.27
11.59,641.17,648.4,651.26
11.6,641.24,648.4,651.26
11.61,641.3,648.4,651.26
11.62,641.37,648.4,651.25
11.63,641.43,648.39,651.25
11.64,641.49,648.39,651.24
11.65,641.55,648.39,651.24
11.66,641.61,648.38,651.24
11.67,641.67,648.38,651.23
11.68,641.73,648.38,651.23
11.69,641.79,648.37,651.23
11.7,641.85,648.37,651.22
11.71,641.91,648.37,651.22
11.72,641.96,648.36,651.21
11.73,642.02,648.36,651.21
11.74,642.07,648.36,651.21
11.75,642.13,648.36,651.2
11.76,642.18,648.35,651.2
11.77,642.24,648.35,651.2
11.78,642.29,648.35,651.19
11.79,642.35,648.34,651.19
11.8,642.4,648.34,651.18
11.81,642.45,648.34,651.18
11.82,642.5,648.33,651.18
11.83,642.55,648.33,651.17
11.84,642.61,648.33,651.17
11.85,642.66,648.32,651.17
11.86,642.71,648.32,651.16
11.87,642.76,648.32,651.16
11.88,642.81,648.32,651.16
11.89,642.86,648.31,651.15
11.9,642.91,648.31,651.15
11.91,642.96,648.31,651.14
11.92,643.01,648.3,651.14
11.93,643.06,648.3,651.14
11.94,643.11,648.3,651.13
11.95,643.16,648.29,651.13
11.96,643.21,648.29,651.13
11.97,643.26,648.29,651.12
11.98,643.31,648.28,651.12
11.99,643.37,648.28,651.11
12,643.42,648.28,651.11
12.01,643.47,648.28,651.11
12.02,643.52,648.27,651.1
12.03,643.58,648.27,651.1
12.04,643.63,648.27,651.1
12.05,643.68,648.26,651.09
12.06,643.74,648.26,651.09
12.07,643.8,648.26,651.08
12.08,643.85,648.25,651.08
12.09,643.91,648.25,651.08
12.1,643.97,648.25,651.07
12.11,644.03,648.24,651.07
12.12,644.09,648.24,651.07
12.13,644.16,648.24,651.06
12.14,644.22,648.24,651.06
12.15,644.28,648.23,651.05
12.16,644.35,648.23,651.05
12.17,644.41,648.23,651.05
12.18,644.48,648.22,651.04
12.19,644.54,648.22,651.04
12.2,644.6,648.22,651.04
12.21,644.67,648.21,651.03
12.22,644.73,648.21,651.03
12.23,644.79,648.21,651.02
12.24,644.84,648.2,651.02
12.25,644.9,648.2,651.02
12.26,644.96,648.2,651.01
12.27,645.01,648.2,651.01
12.28,645.07,648.19,651.01
12.29,645.12,648.19,651
12.3,645.17,648.19,651
12.31,645.22,648.18,650.99
12.32,645.27,648.18,650.99
12.33,645.31,648.18,650.99
12.34,645.36,648.17,650.98
12.35,645.4,648.17,650.98
12.36,645.44,648.17,650.98
12.37,645.49,648.16,650.97
12.38,645.53,648.16,650.97
12.39,645.56,648.16,650.96
12.4,645.6,648.16,650.96
12.41,645.64,648.15,650.96
12.42,645.68,648.15,650.95
12.43,645.71,648.15,650.95
12.44,645.74,648.14,650.94
12.45,645.78,648.14,650.94
12.46,645.81,648.14,650.94
12.47,645.84,648.13,650.93
12.48,645.87,648.13,650.93
12.49,645.9,648.13,650.92
12.5,645.93,648.12,650.92
12.51,645.96,648.12,650.92
12.52,645.98,648.12,650.91
12.53,646.01,648.12,650.91
12.54,646.04,648.11,650.9
12.55,646.06,648.11,650.9
12.56,646.09,648.11,650.9
12.57,646.11,648.1,650.89
12.58,646.14,648.1,650.89
12.59,646.16,648.1,650.88
12.6,646.18,648.09,650.88
12.61,646.2,648.09,650.88
12.62,646.22,648.09,650.87
12.63,646.25,648.08,650.87
12.64,646.27,648.08,650.86
12.65,646.29,648.08,650.86
12.66,646.31,648.08,650.86
12.67,646.33,648.07,650.85
12.68,646.34,648.07,650.85
12.69,646.36,648.07,650.84
12.7,646.38,648.06,650.84
12.71,646.4,648.06,650.84
12.72,646.42,648.06,650.83
12.73,646.43,648.05,650.83
12.74,646.45,648.05,650.82
12.75,646.47,648.05,650.82
12.76,646.48,648.04,650.81
12.77,646.5,648.04,650.81
12.78,646.51,648.04,650.81
12.79,646.53,648.04,650.8
12.8,646.54,648.03,650.8
12.81,646.56,648.03,650.79
12.82,646.57,648.03,650.79
12.83,646.58,648.02,650.78
12.84,646.6,648.02,650.78
12.85,646.61,648.02,650.78
12.86,646.62,648.01,650.77
12.87,646.64,648.01,650.77
12.88,646.65,648.01,650.76
12.89,646.66,648,650.76
12.9,646.67,648,650.76
12.91,646.69,648,650.75
12.92,646.7,648,650.75
12.93,646.71,647.99,650.74
12.94,646.72,647.99,650.74
12.95,646.73,647.99,650.73
12.96,646.74,647.98,650.73
12.97,646.75,647.98,650.73
12.98,646.76,647.98,650.72
12.99,646.77,647.97,650.72
13,646.78,647.97,650.71
13.01,646.79,647.97,650.71
13.02,646.8,647.96,650.7
13.03,646.81,647.96,650.7
13.04,646.82,647.96,650.69
13.05,646.83,647.96,650.69
13.06,646.84,647.95,650.69
13.07,646.85,647.95,650.68
13.08,646.86,647.95,650.68
13.09,646.87,647.94,650.67
13.1,646.87,647.94,650.67
13.11,646.88,647.94,650.66
13.12,646.89,647.93,650.66
13.13,646.9,647.93,650.66
13.14,646.91,647.93,650.65
13.15,646.91,647.92,650.65
13.16,646.92,647.92,650.64
13.17,646.93,647.92,650.64
13.18,646.94,647.92,650.63
13.19,646.94,647.91,650.63
13.2,646.95,647.91,650.62
13.21,646.96,647.91,650.62
13.22,646.96,647.9,650.62
13.23,646.97,647.9,650.61
13.24,646.98,647.9,650.61
13.25,646.98,647.89,650.6
13.26,646.99,647.89,650.6
13.27,647,647.89,650.59
13.28,647,647.88,650.59
13.29,647.01,647.88,650.58
13.3,647.01,647.88,650.58
13.31,647.02,647.87,650.57
13.32,647.02,647.87,650.57
13.33,647.03,647.87,650.57
13.34,647.03,647.87,650.56
13.35,647.04,647.86,650.56
13.36,647.04,647.86,650.55
13.37,647.05,647.86,650.55
13.38,647.05,647.85,650.54
13.39,647.06,647.85,650.54
13.4,647.06,647.85,650.53
13.41,647.07,647.84,650.53
13.42,647.07,647.84,650.52
13.43,647.08,647.84,650.52
13.44,647.08,647.83,650.52
13.45,647.09,647.83,650.51
13.46,647.09,647.83,650.51
13.47,647.09,647.83,650.5
13.48,647.1,647.82,650.5
13.49,647.1,647.82,650.49
13.5,647.11,647.82,650.49
13.51,647.11,647.81,650.48
13.52,647.11,647.81,650.48
13.53,647.12,647.81,650.47
13.54,647.12,647.8,650.47
13.55,647.12,647.8,650.46
13.56,647.13,647.8,650.46
13.57,647.13,647.79,650.46
13.58,647.13,647.79,650.45
13.59,647.14,647.79,650.45
13.6,647.14,647.79,650.44
13.61,647.14,647.78,650.44
13.62,647.15,647.78,650.43
13.63,647.15,647.78,650.43
13.64,647.15,647.77,650.42
13.65,647.15,647.77,650.42
13.66,647.16,647.77,650.41
13.67,647.16,647.76,650.41
13.68,647.16,647.76,650.4
13.69,647.16,647.76,650.4
13.7,647.17,647.75,650.39
13.71,647.17,647.75,650.39
13.72,647.17,647.75,650.38
13.73,647.17,647.75,650.38
13.74,647.18,647.74,650.38
13.75,647.18,647.74,650.37
13.76,647.18,647.74,650.37
13.77,647.18,647.73,650.36
13.78,647.18,647.73,650.36
13.79,647.18,647.73,650.35
13.8,647.19,647.72,650.35
13.81,647.19,647.72,650.34
13.82,647.19,647.72,650.34
13.83,647.19,647.71,650.33
13.84,647.19,647.71,650.33
13.85,647.19,647.71,650.32
13.86,647.2,647.71,650.32
13.87,647.2,647.7,650.31
13.88,647.2,647.7,650.31
13.89,647.2,647.7,650.3
13.9,647.2,647.69,650.3
13.91,647.2,647.69,650.29
13.92,647.2,647.69,650.29
13.93,647.2,647.68,650.28
13.94,647.2,647.68,650.28
13.95,647.21,647.68,650.27
13.96,647.21,647.67,650.27
13.97,647.21,647.67,650.26
13.98,647.21,647.67,650.26
13.99,647.21,647.67,650.26
14,647.21,647.66,650.25
14.01,647.21,647.66,650.25
14.02,647.21,647.66,650.24
14.03,647.21,647.65,650.24
14.04,647.21,647.65,650.23
14.05,647.21,647.65,650.23
14.06,647.21,647.64,650.22
14.07,647.21,647.64,650.22
14.08,647.21,647.64,650.21
14.09,647.21,647.63,650.21
14.1,647.21,647.63,650.2
14.11,647.22,647.63,650.2
14.12,647.22,647.63,650.19
14.13,647.22,647.62,650.19
14.14,647.22,647.62,650.18
14.15,647.22,647.62,650.18
14.16,647.22,647.61,650.17
14.17,647.22,647.61,650.17
14.18,647.22,647.61,650.16
14.19,647.22,647.6,650.16
14.2,647.22,647.6,650.15
14.21,647.22,647.6,650.15
14.22,647.22,647.59,650.14
14.23,647.22,647.59,650.14
14.24,647.22,647.59,650.13
14.25,647.22,647.59,650.13
14.26,647.22,647.58,650.12
14.27,647.22,647.58,650.12
14.28,647.21,647.58,650.11
14.29,647.21,647.57,650.11
14.3,647.21,647.57,650.1
14.31,647.21,647.57,650.1
14.32,647.21,647.56,650.09
14.33,647.21,647.56,650.09
14.34,647.21,647.56,650.08
14.35,647.21,647.55,650.08
14.36,647.21,647.55,650.07
14.37,647.21,647.55,650.07
14.38,647.21,647.55,650.06
14.39,647.21,647.54,650.06
14.4,647.21,647.54,650.05
14.41,647.21,647.54,650.05
14.42,647.21,647.53,650.04
14.43,647.21,647.53,650.04
14.44,647.21,647.53,650.03
14.45,647.21,647.52,650.03
14.46,647.2,647.52,650.02
14.47,647.2,647.52,650.02
14.48,647.2,647.51,650.01
14.49,647.2,647.51,650.01
14.5,647.2,647.51,650
14.51,647.2,647.51,650
14.52,647.2,647.5,649.99
14.53,647.2,647.5,649.99
14.54,647.2,647.5,649.98
14.55,647.2,647.49,649.98
14.56,647.2,647.49,649.97
14.57,647.19,647.49,649.97
14.58,647.19,647.48,649.96
14.59,647.19,647.48,649.96
14.6,647.19,647.48,649.95
14.61,647.19,647.47,649.95
14.62,647.19,647.47,649.94
14.63,647.19,647.47,649.94
14.64,647.19,647.47,649.93
14.65,647.19,647.46,649.93
14.66,647.18,647.46,649.92
14.67,647.18,647.46,649.92
14.68,647.18,647.45,649.91
14.69,647.18,647.45,649.91
14.7,647.18,647.45,649.9
14.71,647.18,647.44,649.9
14.72,647.18,647.44,649.89
14.73,647.17,647.44,649.89
14.74,647.17,647.43,649.88
14.75,647.17,647.43,649.88
14.76,647.17,647.43,649.87
14.77,647.17,647.43,649.87
14.78,647.17,647.42,649.86
14.79,647.17,647.42,649.86
14.8,647.16,647.42,649.85
14.81,647.16,647.41,649.85
14.82,647.16,647.41,649.84
14.83,647.16,647.41,649.84
14.84,647.16,647.4,649.83
14.85,647.16,647.4,649.83
14.86,647.15,647.4,649.82
14.87,647.15,647.39,649.82
14.88,647.15,647.39,649.81
14.89,647.15,647.39,649.81
14.9,647.15,647.39,649.8
14.91,647.15,647.38,649.8
14.92,647.14,647.38,649.79
14.93,647.14,647.38,649.79
14.94,647.14,647.37,649.78
14.95,647.14,647.37,649.78
14.96,647.14,647.37,649.77
14.97,647.14,647.36,649.77
14.98,647.13,647.36,649.76
14.99,647.13,647.36,649.76
15,647.13,647.35,649.75
15.01,647.13,647.35,649.75
15.02,647.13,647.35,649.74
15.03,647.12,647.35,649.74
15.04,647.12,647.34,649.73
15.05,647.12,647.34,649.73
15.06,647.12,647.34,649.72
15.07,647.12,647.33,649.71
15.08,647.11,647.33,649.71
15.09,647.11,647.33,649.7
15.1,647.11,647.32,649.7
15.11,647.11,647.32,649.69
15.12,647.11,647.32,649.69
15.13,647.1,647.31,649.68
15.14,647.1,647.31,649.68
15.15,647.1,647.31,649.67
15.16,647.1,647.31,649.67
15.17,647.1,647.3,649.66
15.18,647.09,647.3,649.66
15.19,647.09,647.3,649.65
15.2,647.09,647.29,649.65
15.21,647.09,647.29,649.64
15.22,647.08,647.29,649.64
15.23,647.08,647.28,649.63
15.24,647.08,647.28,649.63
15.25,647.08,647.28,649.62
15.26,647.08,647.27,649.62
15.27,647.07,647.27,649.61
15.28,647.07,647.27,649.61
15.29,647.07,647.27,649.6
15.3,647.07,647.26,649.6
15.31,647.06,647.26,649.59
15.32,647.06,647.26,649.59
15.33,647.06,647.25,649.58
15.34,647.06,647.25,649.58
15.35,647.05,647.25,649.57
15.36,647.05,647.24,649.57
15.37,647.05,647.24,649.56
15.38,647.05,647.24,649.56
15.39,647.05,647.23,649.55
15.4,647.04,647.23,649.55
15.41,647.04,647.23,649.54
15.42,647.04,647.23,649.54
15.43,647.04,647.22,649.53
15.44,647.03,647.22,649.53
15.45,647.03,647.22,649.52
15.46,647.03,647.21,649.52
15.47,647.03,647.21,649.51
15.48,647.02,647.21,649.51
15.49,647.02,647.2,649.5
15.5,647.02,647.2,649.5
15.51,647.02,647.2,649.49
15.52,647.01,647.19,649.49
15.53,647.01,647.19,649.48
15.54,647.01,647.19,649.48
15.55,647,647.19,649.47
15.56,647,647.18,649.47
15.57,647,647.18,649.46
15.58,647,647.18,649.46
15.59,646.99,647.17,649.45
15.6,646.99,647.17,649.45
15.61,646.99,647.17,649.44
15.62,646.99,647.16,649.44
15.63,646.98,647.16,649.43
15.64,646.98,647.16,649.43
15.65,646.98,647.15,649.42
15.66,646.98,647.15,649.42
15.67,646.97,647.15,649.41
15.68,646.97,647.15,649.41
15.69,646.97,647.14,649.4
15.7,646.96,647.14,649.4
15.71,646.96,647.14,649.39
15.72,646.96,647.13,649.39
15.73,646.96,647.13,649.38
15.74,646.95,647.13,649.38
15.75,646.95,647.12,649.37
15.76,646.95,647.12,649.37
15.77,646.94,647.12,649.36
15.78,646.94,647.11,649.36
15.79,646.94,647.11,649.35
15.8,646.94,647.11,649.35
15.81,646.93,647.11,649.34
15.82,646.93,647.1,649.34
15.83,646.93,647.1,649.33
15.84,646.92,647.1,649.33
15.85,646.92,647.09,649.32
15.86,646.92,647.09,649.32
15.87,646.92,647.09,649.31
15.88,646.91,647.08,649.31
15.89,646.91,647.08,649.3
15.9,646.91,647.08,649.3
15.91,646.9,647.07,649.29
15.92,646.9,647.07,649.29
15.93,646.9,647.07,649.28
15.94,646.89,647.07,649.28
15.95,646.89,647.06,649.27
15.96,646.89,647.06,649.27
15.97,646.89,647.06,649.26
15.98,646.88,647.05,649.26
15.99,646.88,647.05,649.25
16,646.88,647.05,649.25
16.01,646.87,647.04,649.24
16.02,646.87,647.04,649.24
16.03,646.87,647.04,649.23
16.04,646.86,647.03,649.23
16.05,646.86,647.03,649.22
16.06,646.86,647.03,649.22
16.07,646.86,647.03,649.21
16.08,646.85,647.02,649.21
16.09,646.85,647.02,649.2
16.1,646.85,647.02,649.2
16.11,646.84,647.01,649.19
16.12,646.84,647.01,649.19
16.13,646.84,647.01,649.18
16.14,646.83,647,649.18
16.15,646.83,647,649.17
16.16,646.83,647,649.17
16.17,646.82,646.99,649.16
16.18,646.82,646.99,649.16
16.19,646.82,646.99,649.15
16.2,646.81,646.99,649.15
16.21,646.81,646.98,649.14
16.22,646.81,646.98,649.14
16.23,646.8,646.98,649.13
16.24,646.8,646.97,649.13
16.25,646.8,646.97,649.12
16.26,646.79,646.97,649.12
16.27,646.79,646.96,649.11
16.28,646.79,646.96,649.11
16.29,646.78,646.96,649.1
16.3,646.78,646.95,649.1
16.31,646.78,646.95,649.09
16.32,646.78,646.95,649.09
16.33,646.77,646.95,649.09
16.34,646.77,646.94,649.08
16.35,646.77,646.94,649.08
16.36,646.76,646.94,649.07
16.37,646.76,646.93,649.07
16.38,646.76,646.93,649.06
16.39,646.75,646.93,649.06
16.4,646.75,646.92,649.05
16.41,646.75,646.92,649.05
16.42,646.74,646.92,649.04
16.43,646.74,646.91,649.04
16.44,646.74,646.91,649.03
16.45,646.73,646.91,649.03
16.46,646.73,646.91,649.02
16.47,646.72,646.9,649.02
16.48,646.72,646.9,649.01
16.49,646.72,646.9,649.01
16.5,646.71,646.89,649.01
16.51,646.71,646.89,649
16.52,646.71,646.89,649
16.53,646.7,646.88,648.99
16.54,646.7,646.88,648.99
16.55,646.7,646.88,648.98
16.56,646.69,646.87,648.98
16.57,646.69,646.87,648.97
16.58,646.69,646.87,648.97
16.59,646.68,646.87,648.96
16.6,646.68,646.86,648.96
16.61,646.68,646.86,648.95
16.62,646.67,646.86,648.95
16.63,646.67,646.85,648.95
16.64,646.67,646.85,648.94
16.65,646.66,646.85,648.94
16.66,646.66,646.84,648.93
16.67,646.66,646.84,648.93
16.68,646.65,646.84,648.92
16.69,646.65,646.83,648.92
16.7,646.65,646.83,648.91
16.71,646.64,646.83,648.91
16.72,646.64,646.83,648.9
16.73,646.63,646.82,648.9
16.74,646.63,646.82,648.9
16.75,646.63,646.82,648.89
16.76,646.62,646.81,648.89
16.77,646.62,646.81,648.88
16.78,646.62,646.81,648.88
16.79,646.61,646.8,648.87
16.8,646.61,646.8,648.87
16.81,646.61,646.8,648.86
16.82,646.6,646.79,648.86
16.83,646.6,646.79,648.86
16.84,646.6,646.79,648.85
16.85,646.59,646.79,648.85
16.86,646.59,646.78,648.84
16.87,646.58,646.78,648.84
16.88,646.58,646.78,648.83
16.89,646.58,646.77,648.83
16.9,646.57,646.77,648.82
16.91,646.57,646.77,648.82
16.92,646.57,646.76,648.82
16.93,646.56,646.76,648.81
16.94,646.56,646.76,648.81
16.95,646.56,646.75,648.8
16.96,646.55,646.75,648.8
16.97,646.55,646.75,648.79
16.98,646.54,646.75,648.79
16.99,646.54,646.74,648.79
17,646.54,646.74,648.78
17.01,646.53,646.74,648.78
17.02,646.53,646.73,648.77
17.03,646.53,646.73,648.77
17.04,646.52,646.73,648.77
17.05,646.52,646.72,648.76
17.06,646.51,646.72,648.76
17.07,646.51,646.72,648.75
17.08,646.51,646.71,648.75
17.09,646.5,646.71,648.74
17.1,646.5,646.71,648.74
17.11,646.5,646.71,648.74
17.12,646.49,646.7,648.73
17.13,646.49,646.7,648.73
17.14,646.48,646.7,648.72
17.15,646.48,646.69,648.72
17.16,646.48,646.69,648.72
17.17,646.47,646.69,648.71
17.18,646.47,646.68,648.71
17.19,646.47,646.68,648.7
17.2,646.46,646.68,648.7
17.21,646.46,646.67,648.7
17.22,646.45,646.67,648.69
17.23,646.45,646.67,648.69
17.24,646.45,646.66,648.68
17.25,646.44,646.66,648.68
17.26,646.44,646.66,648.68
17.27,646.44,646.66,648.67
17.28,646.43,646.65,648.67
17.29,646.43,646.65,648.66
17.3,646.42,646.65,648.66
17.31,646.42,646.64,648.66
17.32,646.42,646.64,648.65
17.33,646.41,646.64,648.65
17.34,646.41,646.63,648.64
17.35,646.4,646.63,648.64
17.36,646.4,646.63,648.64
17.37,646.4,646.62,648.63
17.38,646.39,646.62,648.63
17.39,646.39,646.62,648.62
17.4,646.39,646.62,648.62
17.41,646.38,646.61,648.62
17.42,646.38,646.61,648.61
17.43,646.37,646.61,648.61
17.44,646.37,646.6,648.6
17.45,646.37,646.6,648.6
17.46,646.36,646.6,648.6
