x,OC,CS,NC
8.75,492.768,484.155,483.122
8.76,492.741,484.153,483.123
8.77,492.713,484.151,483.125
8.78,492.685,484.149,483.127
8.79,492.658,484.147,483.128
8.8,492.63,484.145,483.13
8.81,492.603,484.143,483.132
8.82,492.576,484.14,483.133
8.83,492.549,484.138,483.135
8.84,492.522,484.136,483.137
8.85,492.495,484.134,483.138
8.86,492.469,484.132,483.14
8.87,492.442,484.129,483.141
8.88,492.415,484.127,483.143
8.89,492.389,484.125,483.145
8.9,492.363,484.123,483.146
8.91,492.336,484.12,483.148
8.92,492.31,484.118,483.15
8.93,492.284,484.116,483.151
8.94,492.258,484.114,483.153
8.95,492.232,484.111,483.154
8.96,492.206,484.109,483.156
8.97,492.18,484.107,483.157
8.98,492.155,484.104,483.159
8.99,492.129,484.102,483.161
9,492.103,484.099,483.162
9.01,492.078,484.097,483.164
9.02,492.052,484.095,483.165
9.03,492.027,484.092,483.167
9.04,492.002,484.09,483.169
9.05,491.976,484.087,483.17
9.06,491.951,484.085,483.172
9.07,491.926,484.083,483.173
9.08,491.901,484.08,483.175
9.09,491.876,484.078,483.176
9.1,491.851,484.075,483.178
9.11,491.826,484.073,483.179
9.12,491.801,484.07,483.181
9.13,491.776,484.068,483.183
9.14,491.751,484.065,483.184
9.15,491.726,484.063,483.186
9.16,491.701,484.061,483.187
9.17,491.676,484.058,483.189
9.18,491.651,484.056,483.19
9.19,491.626,484.053,483.192
9.2,491.602,484.051,483.193
9.21,491.577,484.048,483.195
9.22,491.552,484.046,483.196
9.23,491.528,484.043,483.198
9.24,491.503,484.041,483.199
9.25,491.478,484.038,483.201
9.26,491.453,484.035,483.202
9.27,491.429,484.033,483.204
9.28,491.404,484.03,483.205
9.29,491.379,484.028,483.207
9.3,491.355,484.025,483.209
9.31,491.33,484.023,483.21
9.32,491.305,484.02,483.212
9.33,491.281,484.018,483.213
9.34,491.256,484.015,483.215
9.35,491.231,484.013,483.216
9.36,491.207,484.01,483.218
9.37,491.182,484.008,483.219
9.38,491.157,484.005,483.221
9.39,491.133,484.003,483.222
9.4,491.108,484,483.224
9.41,491.083,483.997,483.225
9.42,491.058,483.995,483.227
9.43,491.033,483.992,483.228
9.44,491.009,483.99,483.229
9.45,490.984,483.987,483.231
9.46,490.959,483.985,483.232
9.47,490.934,483.982,483.234
9.48,490.909,483.98,483.235
9.49,490.884,483.977,483.237
9.5,490.859,483.975,483.238
9.51,490.834,483.972,483.24
9.52,490.809,483.969,483.241
9.53,490.784,483.967,483.243
9.54,490.759,483.964,483.244
9.55,490.734,483.962,483.246
9.56,490.709,483.959,483.247
9.57,490.683,483.957,483.249
9.58,490.658,483.954,483.25
9.59,490.633,483.952,483.252
9.6,490.608,483.949,483.253
9.61,490.582,483.947,483.255
9.62,490.557,483.944,483.256
9.63,490.532,483.942,483.257
9.64,490.506,483.939,483.259
9.65,490.481,483.937,483.26
9.66,490.455,483.934,483.262
9.67,490.43,483.932,483.263
9.68,490.404,483.929,483.265
9.69,490.379,483.927,483.266
9.7,490.353,483.924,483.268
9.71,490.328,483.922,483.269
9.72,490.302,483.919,483.271
9.73,490.276,483.917,483.272
9.74,490.251,483.914,483.274
9.75,490.225,483.912,483.275
9.76,490.199,483.909,483.276
9.77,490.174,483.907,483.278
9.78,490.148,483.904,483.279
9.79,490.122,483.902,483.281
9.8,490.096,483.9,483.282
9.81,490.071,483.897,483.284
9.82,490.045,483.895,483.285
9.83,490.019,483.892,483.287
9.84,489.993,483.89,483.288
9.85,489.967,483.887,483.289
9.86,489.941,483.885,483.291
9.87,489.916,483.883,483.292
9.88,489.89,483.88,483.294
9.89,489.864,483.878,483.295
9.9,489.838,483.875,483.297
9.91,489.812,483.873,483.298
9.92,489.786,483.871,483.3
9.93,489.76,483.868,483.301
9.94,489.734,483.866,483.302
9.95,489.708,483.864,483.304
9.96,489.682,483.861,483.305
9.97,489.656,483.859,483.307
9.98,489.63,483.857,483.308
9.99,489.604,483.854,483.31
10,489.578,483.852,483.311
10.01,489.552,483.85,483.312
10.02,489.526,483.847,483.314
10.03,489.5,483.845,483.315
10.04,489.474,483.843,483.317
10.05,489.448,483.84,483.318
10.06,489.422,483.838,483.32
10.07,489.396,483.836,483.321
10.08,489.369,483.834,483.322
10.09,489.343,483.831,483.324
10.1,489.317,483.829,483.325
10.11,489.291,483.827,483.327
10.12,489.265,483.825,483.328
10.13,489.239,483.823,483.33
10.14,489.213,483.82,483.331
10.15,489.187,483.818,483.332
10.16,489.161,483.816,483.334
10.17,489.134,483.814,483.335
10.18,489.108,483.812,483.337
10.19,489.082,483.809,483.338
10.2,489.056,483.807,483.34
10.21,489.03,483.805,483.341
10.22,489.004,483.803,483.342
10.23,488.978,483.801,483.344
10.24,488.951,483.799,483.345
10.25,488.925,483.797,483.347
10.26,488.899,483.795,483.348
10.27,488.873,483.793,483.35
10.28,488.847,483.79,483.351
10.29,488.821,483.788,483.352
10.3,488.795,483.786,483.354
10.31,488.768,483.784,483.355
10.32,488.742,483.782,483.357
10.33,488.716,483.78,483.358
10.34,488.69,483.778,483.36
10.35,488.664,483.776,483.361
10.36,488.638,483.774,483.362
10.37,488.612,483.772,483.364
10.38,488.586,483.77,483.365
10.39,488.559,483.768,483.367
10.4,488.533,483.766,483.368
10.41,488.507,483.764,483.369
10.42,488.481,483.762,483.371
10.43,488.455,483.761,483.372
10.44,488.429,483.759,483.374
10.45,488.403,483.757,483.375
10.46,488.377,483.755,483.377
10.47,488.351,483.753,483.378
10.48,488.325,483.751,483.379
10.49,488.299,483.749,483.381
10.5,488.273,483.747,483.382
10.51,488.247,483.746,483.384
10.52,488.221,483.744,483.385
10.53,488.195,483.742,483.387
10.54,488.169,483.74,483.388
10.55,488.143,483.738,483.389
10.56,488.117,483.737,483.391
10.57,488.091,483.735,483.392
10.58,488.065,483.733,483.394
10.59,488.039,483.731,483.395
10.6,488.013,483.73,483.396
10.61,487.987,483.728,483.398
10.62,487.962,483.726,483.399
10.63,487.936,483.724,483.401
10.64,487.91,483.723,483.402
10.65,487.884,483.721,483.404
10.66,487.858,483.719,483.405
10.67,487.832,483.718,483.406
10.68,487.807,483.716,483.408
10.69,487.781,483.714,483.409
10.7,487.755,483.713,483.411
10.71,487.729,483.711,483.412
10.72,487.704,483.71,483.414
10.73,487.678,483.708,483.415
10.74,487.652,483.706,483.416
10.75,487.627,483.705,483.418
10.76,487.601,483.703,483.419
10.77,487.576,483.702,483.421
10.78,487.55,483.7,483.422
10.79,487.524,483.699,483.423
10.8,487.499,483.697,483.425
10.81,487.473,483.696,483.426
10.82,487.448,483.694,483.428
10.83,487.423,483.693,483.429
10.84,487.397,483.691,483.431
10.85,487.372,483.69,483.432
10.86,487.346,483.689,483.433
10.87,487.321,483.687,483.435
10.88,487.296,483.686,483.436
10.89,487.27,483.684,483.438
10.9,487.245,483.683,483.439
10.91,487.22,483.682,483.441
10.92,487.195,483.68,483.442
10.93,487.17,483.679,483.443
10.94,487.144,483.678,483.445
10.95,487.119,483.676,483.446
10.96,487.094,483.675,483.448
10.97,487.069,483.674,483.449
10.98,487.044,483.673,483.451
10.99,487.019,483.671,483.452
11,486.994,483.67,483.453
11.01,486.969,483.669,483.455
11.02,486.945,483.668,483.456
11.03,486.92,483.666,483.458
11.04,486.895,483.665,483.459
11.05,486.87,483.664,483.461
11.06,486.846,483.663,483.462
11.07,486.821,483.662,483.463
11.08,486.796,483.661,483.465
11.09,486.772,483.66,483.466
11.1,486.747,483.658,483.468
11.11,486.723,483.657,483.469
11.12,486.698,483.656,483.471
11.13,486.674,483.655,483.472
11.14,486.65,483.654,483.473
11.15,486.625,483.653,483.475
11.16,486.601,483.652,483.476
11.17,486.577,483.651,483.478
11.18,486.553,483.65,483.479
11.19,486.529,483.649,483.481
11.2,486.505,483.648,483.482
11.21,486.481,483.647,483.483
11.22,486.457,483.646,483.485
11.23,486.433,483.645,483.486
11.24,486.409,483.644,483.488
11.25,486.385,483.643,483.489
11.26,486.362,483.642,483.491
11.27,486.338,483.642,483.492
11.28,486.314,483.641,483.493
11.29,486.291,483.64,483.495
11.3,486.268,483.639,483.496
11.31,486.244,483.638,483.498
11.32,486.221,483.637,483.499
11.33,486.198,483.636,483.501
11.34,486.175,483.636,483.502
11.35,486.152,483.635,483.504
11.36,486.129,483.634,483.505
11.37,486.106,483.633,483.506
11.38,486.083,483.632,483.508
11.39,486.06,483.632,483.509
11.4,486.037,483.631,483.511
11.41,486.015,483.63,483.512
11.42,485.992,483.629,483.514
11.43,485.97,483.629,483.515
11.44,485.948,483.628,483.517
11.45,485.925,483.627,483.518
11.46,485.903,483.627,483.519
11.47,485.881,483.626,483.521
11.48,485.859,483.625,483.522
11.49,485.838,483.625,483.524
11.5,485.816,483.624,483.525
11.51,485.794,483.623,483.527
11.52,485.773,483.623,483.528
11.53,485.751,483.622,483.53
11.54,485.73,483.621,483.531
11.55,485.709,483.621,483.532
11.56,485.688,483.62,483.534
11.57,485.667,483.62,483.535
11.58,485.646,483.619,483.537
11.59,485.626,483.619,483.538
11.6,485.605,483.618,483.54
11.61,485.585,483.617,483.541
11.62,485.565,483.617,483.543
11.63,485.545,483.616,483.544
11.64,485.525,483.616,483.546
11.65,485.505,483.615,483.547
11.66,485.486,483.615,483.548
11.67,485.467,483.614,483.55
11.68,485.447,483.614,483.551
11.69,485.428,483.614,483.553
11.7,485.41,483.613,483.554
11.71,485.391,483.613,483.556
11.72,485.373,483.612,483.557
11.73,485.355,483.612,483.559
11.74,485.337,483.611,483.56
11.75,485.319,483.611,483.562
11.76,485.302,483.611,483.563
11.77,485.285,483.61,483.565
11.78,485.268,483.61,483.566
11.79,485.251,483.61,483.568
11.8,485.234,483.609,483.569
11.81,485.218,483.609,483.57
11.82,485.202,483.608,483.572
11.83,485.186,483.608,483.573
11.84,485.171,483.608,483.575
11.85,485.155,483.608,483.576
11.86,485.14,483.607,483.578
11.87,485.126,483.607,483.579
11.88,485.111,483.607,483.581
11.89,485.097,483.606,483.582
11.9,485.083,483.606,483.584
11.91,485.069,483.606,483.585
11.92,485.056,483.606,483.587
11.93,485.043,483.605,483.588
11.94,485.03,483.605,483.59
11.95,485.017,483.605,483.591
11.96,485.005,483.605,483.593
11.97,484.993,483.604,483.594
11.98,484.981,483.604,483.596
11.99,484.969,483.604,483.597
12,484.958,483.604,483.599
12.01,484.947,483.604,483.6
12.02,484.936,483.604,483.601
12.03,484.926,483.603,483.603
12.04,484.916,483.603,483.604
12.05,484.906,483.603,483.606
12.06,484.896,483.603,483.607
12.07,484.886,483.603,483.609
12.08,484.877,483.603,483.61
12.09,484.868,483.603,483.612
12.1,484.859,483.603,483.613
12.11,484.851,483.602,483.615
12.12,484.842,483.602,483.616
12.13,484.834,483.602,483.618
12.14,484.826,483.602,483.619
12.15,484.819,483.602,483.621
12.16,484.811,483.602,483.622
12.17,484.804,483.602,483.624
12.18,484.797,483.602,483.625
12.19,484.79,483.602,483.627
12.2,484.784,483.602,483.628
12.21,484.777,483.602,483.63
12.22,484.771,483.602,483.631
12.23,484.765,483.602,483.633
12.24,484.759,483.602,483.634
12.25,484.754,483.602,483.636
12.26,484.748,483.602,483.637
12.27,484.743,483.602,483.639
12.28,484.738,483.602,483.64
12.29,484.733,483.602,483.642
12.3,484.728,483.602,483.643
12.31,484.723,483.602,483.645
12.32,484.719,483.602,483.646
12.33,484.714,483.602,483.648
12.34,484.71,483.602,483.65
12.35,484.706,483.603,483.651
12.36,484.702,483.603,483.653
12.37,484.698,483.603,483.654
12.38,484.695,483.603,483.656
12.39,484.691,483.603,483.657
12.4,484.688,483.603,483.659
12.41,484.684,483.603,483.66
12.42,484.681,483.603,483.662
12.43,484.678,483.603,483.663
12.44,484.675,483.604,483.665
12.45,484.672,483.604,483.666
12.46,484.67,483.604,483.668
12.47,484.667,483.604,483.669
12.48,484.665,483.604,483.671
12.49,484.662,483.605,483.672
12.5,484.66,483.605,483.674
12.51,484.658,483.605,483.675
12.52,484.655,483.605,483.677
12.53,484.653,483.605,483.678
12.54,484.651,483.606,483.68
12.55,484.65,483.606,483.682
12.56,484.648,483.606,483.683
12.57,484.646,483.606,483.685
12.58,484.644,483.606,483.686
12.59,484.643,483.607,483.688
12.6,484.641,483.607,483.689
12.61,484.64,483.607,483.691
12.62,484.638,483.608,483.692
12.63,484.637,483.608,483.694
12.64,484.636,483.608,483.695
12.65,484.635,483.608,483.697
12.66,484.634,483.609,483.699
12.67,484.633,483.609,483.7
12.68,484.632,483.609,483.702
12.69,484.631,483.61,483.703
12.7,484.63,483.61,483.705
12.71,484.629,483.61,483.706
12.72,484.628,483.611,483.708
12.73,484.627,483.611,483.709
12.74,484.627,483.611,483.711
12.75,484.626,483.612,483.713
12.76,484.625,483.612,483.714
12.77,484.625,483.612,483.716
12.78,484.624,483.613,483.717
12.79,484.624,483.613,483.719
12.8,484.623,483.614,483.72
12.81,484.623,483.614,483.722
12.82,484.623,483.614,483.724
12.83,484.622,483.615,483.725
12.84,484.622,483.615,483.727
12.85,484.622,483.616,483.728
12.86,484.622,483.616,483.73
12.87,484.622,483.616,483.731
12.88,484.621,483.617,483.733
12.89,484.621,483.617,483.735
12.9,484.621,483.618,483.736
12.91,484.621,483.618,483.738
12.92,484.621,483.619,483.739
12.93,484.621,483.619,483.741
12.94,484.621,483.62,483.742
12.95,484.621,483.62,483.744
12.96,484.621,483.62,483.746
12.97,484.622,483.621,483.747
12.98,484.622,483.621,483.749
12.99,484.622,483.622,483.75
13,484.622,483.622,483.752
13.01,484.622,483.623,483.754
13.02,484.622,483.623,483.755
13.03,484.623,483.624,483.757
13.04,484.623,483.624,483.758
13.05,484.623,483.625,483.76
13.06,484.624,483.626,483.762
13.07,484.624,483.626,483.763
13.08,484.624,483.627,483.765
13.09,484.625,483.627,483.766
13.1,484.625,483.628,483.768
13.11,484.625,483.628,483.77
13.12,484.626,483.629,483.771
13.13,484.626,483.629,483.773
13.14,484.627,483.63,483.774
13.15,484.627,483.631,483.776
13.16,484.628,483.631,483.778
13.17,484.628,483.632,483.779
13.18,484.629,483.632,483.781
13.19,484.629,483.633,483.783
13.2,484.63,483.634,483.784
13.21,484.63,483.634,483.786
13.22,484.631,483.635,483.787
13.23,484.631,483.635,483.789
13.24,484.632,483.636,483.791
13.25,484.633,483.637,483.792
13.26,484.633,483.637,483.794
13.27,484.634,483.638,483.796
13.28,484.634,483.639,483.797
13.29,484.635,483.639,483.799
13.3,484.636,483.64,483.8
13.31,484.636,483.641,483.802
13.32,484.637,483.641,483.804
13.33,484.638,483.642,483.805
13.34,484.638,483.643,483.807
13.35,484.639,483.643,483.809
13.36,484.64,483.644,483.81
13.37,484.64,483.645,483.812
13.38,484.641,483.645,483.814
13.39,484.642,483.646,483.815
13.4,484.642,483.647,483.817
13.41,484.643,483.648,483.818
13.42,484.644,483.648,483.82
13.43,484.645,483.649,483.822
13.44,484.645,483.65,483.823
13.45,484.646,483.65,483.825
13.46,484.647,483.651,483.827
13.47,484.647,483.652,483.828
13.48,484.648,483.653,483.83
13.49,484.649,483.653,483.832
13.5,484.65,483.654,483.833
13.51,484.65,483.655,483.835
13.52,484.651,483.656,483.837
13.53,484.652,483.656,483.838
13.54,484.653,483.657,483.84
13.55,484.654,483.658,483.842
13.56,484.654,483.659,483.843
13.57,484.655,483.66,483.845
13.58,484.656,483.66,483.847
13.59,484.657,483.661,483.849
13.6,484.657,483.662,483.85
13.61,484.658,483.663,483.852
13.62,484.659,483.664,483.854
13.63,484.66,483.664,483.855
13.64,484.661,483.665,483.857
13.65,484.661,483.666,483.859
13.66,484.662,483.667,483.86
13.67,484.663,483.668,483.862
13.68,484.664,483.669,483.864
13.69,484.665,483.669,483.865
13.7,484.665,483.67,483.867
13.71,484.666,483.671,483.869
13.72,484.667,483.672,483.871
13.73,484.668,483.673,483.872
13.74,484.669,483.674,483.874
13.75,484.669,483.675,483.876
13.76,484.67,483.675,483.877
13.77,484.671,483.676,483.879
13.78,484.672,483.677,483.881
13.79,484.673,483.678,483.882
13.8,484.673,483.679,483.884
13.81,484.674,483.68,483.886
13.82,484.675,483.681,483.888
13.83,484.676,483.682,483.889
13.84,484.677,483.683,483.891
13.85,484.677,483.683,483.893
13.86,484.678,483.684,483.895
13.87,484.679,483.685,483.896
13.88,484.68,483.686,483.898
13.89,484.681,483.687,483.9
13.9,484.681,483.688,483.901
13.91,484.682,483.689,483.903
13.92,484.683,483.69,483.905
13.93,484.684,483.691,483.907
13.94,484.685,483.692,483.908
13.95,484.686,483.693,483.91
13.96,484.686,483.694,483.912
13.97,484.687,483.695,483.914
13.98,484.688,483.696,483.915
13.99,484.689,483.697,483.917
14,484.69,483.698,483.919
14.01,484.69,483.699,483.921
14.02,484.691,483.699,483.922
14.03,484.692,483.7,483.924
14.04,484.693,483.701,483.926
14.05,484.694,483.702,483.928
14.06,484.694,483.703,483.93
14.07,484.695,483.704,483.931
14.08,484.696,483.705,483.933
14.09,484.697,483.706,483.935
14.1,484.698,483.707,483.937
14.11,484.699,483.708,483.938
14.12,484.699,483.709,483.94
14.13,484.7,483.711,483.942
14.14,484.701,483.712,483.944
14.15,484.702,483.713,483.945
14.16,484.703,483.714,483.947
14.17,484.703,483.715,483.949
14.18,484.704,483.716,483.951
14.19,484.705,483.717,483.953
14.2,484.706,483.718,483.954
14.21,484.707,483.719,483.956
14.22,484.708,483.72,483.958
14.23,484.708,483.721,483.96
14.24,484.709,483.722,483.962
14.25,484.71,483.723,483.963
14.26,484.711,483.724,483.965
14.27,484.712,483.725,483.967
14.28,484.712,483.726,483.969
14.29,484.713,483.727,483.971
14.3,484.714,483.728,483.972
14.31,484.715,483.73,483.974
14.32,484.716,483.731,483.976
14.33,484.717,483.732,483.978
14.34,484.717,483.733,483.98
14.35,484.718,483.734,483.981
14.36,484.719,483.735,483.983
14.37,484.72,483.736,483.985
14.38,484.721,483.737,483.987
14.39,484.721,483.738,483.989
14.4,484.722,483.739,483.99
14.41,484.723,483.741,483.992
14.42,484.724,483.742,483.994
14.43,484.725,483.743,483.996
14.44,484.726,483.744,483.998
14.45,484.726,483.745,484
14.46,484.727,483.746,484.001
14.47,484.728,483.747,484.003
14.48,484.729,483.749,484.005
14.49,484.73,483.75,484.007
14.5,484.73,483.751,484.009
14.51,484.731,483.752,484.011
14.52,484.732,483.753,484.012
14.53,484.733,483.754,484.014
14.54,484.734,483.755,484.016
14.55,484.735,483.757,484.018
14.56,484.735,483.758,484.02
14.57,484.736,483.759,484.022
14.58,484.737,483.76,484.024
14.59,484.738,483.761,484.025
14.6,484.739,483.763,484.027
14.61,484.74,483.764,484.029
14.62,484.74,483.765,484.031
14.63,484.741,483.766,484.033
14.64,484.742,483.767,484.035
14.65,484.743,483.768,484.037
14.66,484.744,483.77,484.038
14.67,484.744,483.771,484.04
14.68,484.745,483.772,484.042
14.69,484.746,483.773,484.044
14.7,484.747,483.775,484.046
14.71,484.748,483.776,484.048
14.72,484.749,483.777,484.05
14.73,484.749,483.778,484.051
14.74,484.75,483.779,484.053
14.75,484.751,483.781,484.055
14.76,484.752,483.782,484.057
14.77,484.753,483.783,484.059
14.78,484.754,483.784,484.061
14.79,484.754,483.786,484.063
14.8,484.755,483.787,484.065
14.81,484.756,483.788,484.067
14.82,484.757,483.789,484.068
14.83,484.758,483.791,484.07
14.84,484.759,483.792,484.072
14.85,484.759,483.793,484.074
14.86,484.76,483.794,484.076
14.87,484.761,483.796,484.078
14.88,484.762,483.797,484.08
14.89,484.763,483.798,484.082
14.9,484.764,483.8,484.084
14.91,484.764,483.801,484.085
14.92,484.765,483.802,484.087
14.93,484.766,483.803,484.089
14.94,484.767,483.805,484.091
14.95,484.768,483.806,484.093
14.96,484.768,483.807,484.095
14.97,484.769,483.809,484.097
14.98,484.77,483.81,484.099
14.99,484.771,483.811,484.101
15,484.772,483.812,484.103
15.01,484.773,483.814,484.105
15.02,484.773,483.815,484.106
15.03,484.774,483.816,484.108
15.04,484.775,483.818,484.11
15.05,484.776,483.819,484.112
15.06,484.777,483.82,484.114
15.07,484.778,483.822,484.116
15.08,484.778,483.823,484.118
15.09,484.779,483.824,484.12
15.1,484.78,483.826,484.122
15.11,484.781,483.827,484.124
15.12,484.782,483.828,484.126
15.13,484.783,483.83,484.128
15.14,484.783,483.831,484.13
15.15,484.784,483.832,484.132
15.16,484.785,483.834,484.133
15.17,484.786,483.835,484.135
15.18,484.787,483.836,484.137
15.19,484.788,483.838,484.139
15.2,484.788,483.839,484.141
15.21,484.789,483.84,484.143
15.22,484.79,483.842,484.145
15.23,484.791,483.843,484.147
15.24,484.792,483.845,484.149
15.25,484.793,483.846,484.151
15.26,484.793,483.847,484.153
15.27,484.794,483.849,484.155
15.28,484.795,483.85,484.157
15.29,484.796,483.851,484.159
15.3,484.797,483.853,484.161
15.31,484.798,483.854,484.163
15.32,484.798,483.856,484.165
15.33,484.799,483.857,484.167
15.34,484.8,483.858,484.169
15.35,484.801,483.86,484.171
15.36,484.802,483.861,484.173
15.37,484.803,483.863,484.175
15.38,484.803,483.864,484.176
15.39,484.804,483.865,484.178
15.4,484.805,483.867,484.18
15.41,484.806,483.868,484.182
15.42,484.807,483.87,484.184
15.43,484.808,483.871,484.186
15.44,484.808,483.873,484.188
15.45,484.809,483.874,484.19
15.46,484.81,483.875,484.192
15.47,484.811,483.877,484.194
15.48,484.812,483.878,484.196
15.49,484.813,483.88,484.198
15.5,484.813,483.881,484.2
15.51,484.814,483.883,484.202
15.52,484.815,483.884,484.204
15.53,484.816,483.885,484.206
15.54,484.817,483.887,484.208
15.55,484.818,483.888,484.21
15.56,484.818,483.89,484.212
15.57,484.819,483.891,484.214
15.58,484.82,483.893,484.216
15.59,484.821,483.894,484.218
15.6,484.822,483.896,484.22
15.61,484.823,483.897,484.222
15.62,484.823,483.899,484.224
15.63,484.824,483.9,484.226
15.64,484.825,483.902,484.228
15.65,484.826,483.903,484.23
15.66,484.827,483.904,484.232
15.67,484.828,483.906,484.234
15.68,484.828,483.907,484.236
15.69,484.829,483.909,484.238
15.7,484.83,483.91,484.24
15.71,484.831,483.912,484.242
15.72,484.832,483.913,484.244
15.73,484.833,483.915,484.246
15.74,484.834,483.916,484.248
15.75,484.834,483.918,484.25
15.76,484.835,483.919,484.252
15.77,484.836,483.921,484.254
15.78,484.837,483.922,484.256
15.79,484.838,483.924,484.258
15.8,484.839,483.925,484.26
15.81,484.839,483.927,484.262
15.82,484.84,483.928,484.264
15.83,484.841,483.93,484.267
15.84,484.842,483.931,484.269
15.85,484.843,483.933,484.271
15.86,484.844,483.934,484.273
15.87,484.844,483.936,484.275
15.88,484.845,483.937,484.277
15.89,484.846,483.939,484.279
15.9,484.847,483.94,484.281
15.91,484.848,483.942,484.283
15.92,484.849,483.944,484.285
15.93,484.849,483.945,484.287
15.94,484.85,483.947,484.289
15.95,484.851,483.948,484.291
15.96,484.852,483.95,484.293
15.97,484.853,483.951,484.295
15.98,484.854,483.953,484.297
15.99,484.854,483.954,484.299
16,484.855,483.956,484.301
16.01,484.856,483.957,484.303
16.02,484.857,483.959,484.305
16.03,484.858,483.961,484.307
16.04,484.859,483.962,484.309
16.05,484.86,483.964,484.311
16.06,484.86,483.965,484.314
16.07,484.861,483.967,484.316
16.08,484.862,483.968,484.318
16.09,484.863,483.97,484.32
16.1,484.864,483.971,484.322
16.11,484.865,483.973,484.324
16.12,484.865,483.975,484.326
16.13,484.866,483.976,484.328
16.14,484.867,483.978,484.33
16.15,484.868,483.979,484.332
16.16,484.869,483.981,484.334
16.17,484.87,483.982,484.336
16.18,484.87,483.984,484.338
16.19,484.871,483.986,484.34
16.2,484.872,483.987,484.342
16.21,484.873,483.989,484.345
16.22,484.874,483.99,484.347
16.23,484.875,483.992,484.349
16.24,484.875,483.994,484.351
16.25,484.876,483.995,484.353
16.26,484.877,483.997,484.355
16.27,484.878,483.998,484.357
16.28,484.879,484,484.359
16.29,484.88,484.002,484.361
16.3,484.881,484.003,484.363
16.31,484.881,484.005,484.365
16.32,484.882,484.006,484.367
16.33,484.883,484.008,484.37
16.34,484.884,484.01,484.372
16.35,484.885,484.011,484.374
16.36,484.886,484.013,484.376
16.37,484.886,484.014,484.378
16.38,484.887,484.016,484.38
16.39,484.888,484.018,484.382
16.4,484.889,484.019,484.384
16.41,484.89,484.021,484.386
16.42,484.891,484.023,484.388
16.43,484.891,484.024,484.391
16.44,484.892,484.026,484.393
16.45,484.893,484.028,484.395
16.46,484.894,484.029,484.397
16.47,484.895,484.031,484.399
16.48,484.896,484.032,484.401
16.49,484.896,484.034,484.403
16.5,484.897,484.036,484.405
16.51,484.898,484.037,484.407
16.52,484.899,484.039,484.409
16.53,484.9,484.041,484.412
16.54,484.901,484.042,484.414
16.55,484.902,484.044,484.416
16.56,484.902,484.046,484.418
16.57,484.903,484.047,484.42
16.58,484.904,484.049,484.422
16.59,484.905,484.051,484.424
16.6,484.906,484.052,484.426
16.61,484.907,484.054,484.429
16.62,484.907,484.056,484.431
16.63,484.908,484.057,484.433
16.64,484.909,484.059,484.435
16.65,484.91,484.061,484.437
16.66,484.911,484.062,484.439
16.67,484.912,484.064,484.441
16.68,484.912,484.066,484.443
16.69,484.913,484.067,484.446
16.7,484.914,484.069,484.448
16.71,484.915,484.071,484.45
16.72,484.916,484.072,484.452
16.73,484.917,484.074,484.454
16.74,484.918,484.076,484.456
16.75,484.918,484.077,484.458
16.76,484.919,484.079,484.46
16.77,484.92,484.081,484.463
16.78,484.921,484.082,484.465
16.79,484.922,484.084,484.467
16.8,484.923,484.086,484.469
16.81,484.923,484.087,484.471
16.82,484.924,484.089,484.473
16.83,484.925,484.091,484.475
16.84,484.926,484.092,484.478
16.85,484.927,484.094,484.48
16.86,484.928,484.096,484.482
16.87,484.929,484.098,484.484
16.88,484.929,484.099,484.486
16.89,484.93,484.101,484.488
16.9,484.931,484.103,484.49
16.91,484.932,484.104,484.493
16.92,484.933,484.106,484.495
16.93,484.934,484.108,484.497
16.94,484.934,484.109,484.499
16.95,484.935,484.111,484.501
16.96,484.936,484.113,484.503
16.97,484.937,484.115,484.506
16.98,484.938,484.116,484.508
16.99,484.939,484.118,484.51
17,484.939,484.12,484.512
17.01,484.94,484.121,484.514
17.02,484.941,484.123,484.516
17.03,484.942,484.125,484.519
17.04,484.943,484.127,484.521
17.05,484.944,484.128,484.523
17.06,484.945,484.13,484.525
17.07,484.945,484.132,484.527
17.08,484.946,484.134,484.529
17.09,484.947,484.135,484.532
17.1,484.948,484.137,484.534
17.11,484.949,484.139,484.536
17.12,484.95,484.14,484.538
17.13,484.95,484.142,484.54
17.14,484.951,484.144,484.542
17.15,484.952,484.146,484.545
17.16,484.953,484.147,484.547
17.17,484.954,484.149,484.549
17.18,484.955,484.151,484.551
17.19,484.956,484.153,484.553
17.2,484.956,484.154,484.555
17.21,484.957,484.156,484.558
17.22,484.958,484.158,484.56
17.23,484.959,484.16,484.562
17.24,484.96,484.161,484.564
17.25,484.961,484.163,484.566
17.26,484.961,484.165,484.569
17.27,484.962,484.167,484.571
17.28,484.963,484.168,484.573
17.29,484.964,484.17,484.575
17.3,484.965,484.172,484.577
17.31,484.966,484.174,484.579
17.32,484.967,484.175,484.582
17.33,484.967,484.177,484.584
17.34,484.968,484.179,484.586
17.35,484.969,484.181,484.588
17.36,484.97,484.183,484.59
17.37,484.971,484.184,484.593
17.38,484.972,484.186,484.595
17.39,484.972,484.188,484.597
17.4,484.973,484.19,484.599
17.41,484.974,484.191,484.601
17.42,484.975,484.193,484.604
17.43,484.976,484.195,484.606
17.44,484.977,484.197,484.608
17.45,484.977,484.198,484.61
17.46,484.978,484.2,484.612
17.47,484.979,484.202,484.615
17.48,484.98,484.204,484.617
17.49,484.981,484.206,484.619
