x,OC,CS,NC
17.5,484.982,484.207,484.621
17.51,484.983,484.209,484.623
17.52,484.983,484.211,484.626
17.53,484.984,484.213,484.628
17.54,484.985,484.215,484.63
17.55,484.986,484.216,484.632
17.56,484.987,484.218,484.634
17.57,484.988,484.22,484.637
17.58,484.988,484.222,484.639
17.59,484.989,484.223,484.641
17.6,484.99,484.225,484.643
17.61,484.991,484.227,484.645
17.62,484.992,484.229,484.648
17.63,484.993,484.231,484.65
17.64,484.994,484.232,484.652
17.65,484.994,484.234,484.654
17.66,484.995,484.236,484.657
17.67,484.996,484.238,484.659
17.68,484.997,484.24,484.661
17.69,484.998,484.241,484.663
17.7,484.999,484.243,484.665
17.71,484.999,484.245,484.668
17.72,485,484.247,484.67
17.73,485.001,484.249,484.672
17.74,485.002,484.25,484.674
17.75,485.003,484.252,484.677
17.76,485.004,484.254,484.679
17.77,485.005,484.256,484.681
17.78,485.005,484.258,484.683
17.79,485.006,484.26,484.685
17.8,485.007,484.261,484.688
17.81,485.008,484.263,484.69
17.82,485.009,484.265,484.692
17.83,485.01,484.267,484.694
17.84,485.01,484.269,484.697
17.85,485.011,484.27,484.699
17.86,485.012,484.272,484.701
17.87,485.013,484.274,484.703
17.88,485.014,484.276,484.705
17.89,485.015,484.278,484.708
17.9,485.016,484.28,484.71
17.91,485.016,484.281,484.712
17.92,485.017,484.283,484.714
17.93,485.018,484.285,484.717
17.94,485.019,484.287,484.719
17.95,485.02,484.289,484.721
17.96,485.021,484.291,484.723
17.97,485.022,484.292,484.726
17.98,485.022,484.294,484.728
17.99,485.023,484.296,484.73
18,485.024,484.298,484.732
18.01,485.025,484.3,484.735
18.02,485.026,484.301,484.737
18.03,485.027,484.303,484.739
18.04,485.027,484.305,484.741
18.05,485.028,484.307,484.743
18.06,485.029,484.309,484.746
18.07,485.03,484.311,484.748
18.08,485.031,484.313,484.75
18.09,485.032,484.314,484.752
18.1,485.033,484.316,484.755
18.11,485.033,484.318,484.757
18.12,485.034,484.32,484.759
18.13,485.035,484.322,484.761
18.14,485.036,484.324,484.764
18.15,485.037,484.325,484.766
18.16,485.038,484.327,484.768
18.17,485.038,484.329,484.77
18.18,485.039,484.331,484.773
18.19,485.04,484.333,484.775
18.2,485.041,484.335,484.777
18.21,485.042,484.337,484.779
18.22,485.043,484.338,484.782
18.23,485.044,484.34,484.784
18.24,485.044,484.342,484.786
18.25,485.045,484.344,484.788
18.26,485.046,484.346,484.791
18.27,485.047,484.348,484.793
18.28,485.048,484.35,484.795
18.29,485.049,484.351,484.797
18.3,485.049,484.353,484.8
18.31,485.05,484.355,484.802
18.32,485.051,484.357,484.804
18.33,485.052,484.359,484.807
18.34,485.053,484.361,484.809
18.35,485.054,484.363,484.811
18.36,485.055,484.364,484.813
18.37,485.055,484.366,484.816
18.38,485.056,484.368,484.818
18.39,485.057,484.37,484.82
18.4,485.058,484.372,484.822
18.41,485.059,484.374,484.825
18.42,485.06,484.376,484.827
18.43,485.06,484.377,484.829
18.44,485.061,484.379,484.831
18.45,485.062,484.381,484.834
18.46,485.063,484.383,484.836
18.47,485.064,484.385,484.838
18.48,485.065,484.387,484.84
18.49,485.066,484.389,484.843
18.5,485.066,484.391,484.845
18.51,485.067,484.392,484.847
18.52,485.068,484.394,484.85
18.53,485.069,484.396,484.852
18.54,485.07,484.398,484.854
18.55,485.071,484.4,484.856
18.56,485.072,484.402,484.859
18.57,485.072,484.404,484.861
18.58,485.073,484.406,484.863
18.59,485.074,484.407,484.865
18.6,485.075,484.409,484.868
18.61,485.076,484.411,484.87
18.62,485.077,484.413,484.872
18.63,485.077,484.415,484.875
18.64,485.078,484.417,484.877
18.65,485.079,484.419,484.879
18.66,485.08,484.421,484.881
18.67,485.081,484.422,484.884
18.68,485.082,484.424,484.886
18.69,485.083,484.426,484.888
18.7,485.083,484.428,484.89
18.71,485.084,484.43,484.893
18.72,485.085,484.432,484.895
18.73,485.086,484.434,484.897
18.74,485.087,484.436,484.9
18.75,485.088,484.438,484.902
18.76,485.088,484.439,484.904
18.77,485.089,484.441,484.906
18.78,485.09,484.443,484.909
18.79,485.091,484.445,484.911
18.8,485.092,484.447,484.913
18.81,485.093,484.449,484.916
18.82,485.094,484.451,484.918
18.83,485.094,484.453,484.92
18.84,485.095,484.455,484.922
18.85,485.096,484.456,484.925
18.86,485.097,484.458,484.927
18.87,485.098,484.46,484.929
18.88,485.099,484.462,484.931
18.89,485.099,484.464,484.934
18.9,485.1,484.466,484.936
18.91,485.101,484.468,484.938
18.92,485.102,484.47,484.941
18.93,485.103,484.472,484.943
18.94,485.104,484.473,484.945
18.95,485.105,484.475,484.947
18.96,485.105,484.477,484.95
18.97,485.106,484.479,484.952
18.98,485.107,484.481,484.954
18.99,485.108,484.483,484.957
19,485.109,484.485,484.959
19.01,485.11,484.487,484.961
19.02,485.111,484.489,484.963
19.03,485.111,484.491,484.966
19.04,485.112,484.492,484.968
19.05,485.113,484.494,484.97
19.06,485.114,484.496,484.973
19.07,485.115,484.498,484.975
19.08,485.116,484.5,484.977
19.09,485.116,484.502,484.98
19.1,485.117,484.504,484.982
19.11,485.118,484.506,484.984
19.12,485.119,484.508,484.986
19.13,485.12,484.51,484.989
19.14,485.121,484.511,484.991
19.15,485.122,484.513,484.993
19.16,485.122,484.515,484.996
19.17,485.123,484.517,484.998
19.18,485.124,484.519,485
19.19,485.125,484.521,485.002
19.2,485.126,484.523,485.005
19.21,485.127,484.525,485.007
19.22,485.127,484.527,485.009
19.23,485.128,484.529,485.012
19.24,485.129,484.531,485.014
19.25,485.13,484.532,485.016
19.26,485.131,484.534,485.019
19.27,485.132,484.536,485.021
19.28,485.133,484.538,485.023
19.29,485.133,484.54,485.025
19.3,485.134,484.542,485.028
19.31,485.135,484.544,485.03
19.32,485.136,484.546,485.032
19.33,485.137,484.548,485.035
19.34,485.138,484.55,485.037
19.35,485.139,484.552,485.039
19.36,485.139,484.554,485.041
19.37,485.14,484.555,485.044
19.38,485.141,484.557,485.046
19.39,485.142,484.559,485.048
19.4,485.143,484.561,485.051
19.41,485.144,484.563,485.053
19.42,485.144,484.565,485.055
19.43,485.145,484.567,485.058
19.44,485.146,484.569,485.06
19.45,485.147,484.571,485.062
19.46,485.148,484.573,485.064
19.47,485.149,484.575,485.067
19.48,485.15,484.576,485.069
19.49,485.15,484.578,485.071
19.5,485.151,484.58,485.074
19.51,485.152,484.582,485.076
19.52,485.153,484.584,485.078
19.53,485.154,484.586,485.081
19.54,485.155,484.588,485.083
19.55,485.156,484.59,485.085
19.56,485.156,484.592,485.087
19.57,485.157,484.594,485.09
19.58,485.158,484.596,485.092
19.59,485.159,484.598,485.094
19.6,485.16,484.599,485.097
19.61,485.161,484.601,485.099
19.62,485.161,484.603,485.101
19.63,485.162,484.605,485.104
19.64,485.163,484.607,485.106
19.65,485.164,484.609,485.108
19.66,485.165,484.611,485.11
19.67,485.166,484.613,485.113
19.68,485.167,484.615,485.115
19.69,485.167,484.617,485.117
19.7,485.168,484.619,485.12
19.71,485.169,484.621,485.122
19.72,485.17,484.623,485.124
19.73,485.171,484.624,485.127
19.74,485.172,484.626,485.129
19.75,485.172,484.628,485.131
19.76,485.173,484.63,485.134
19.77,485.174,484.632,485.136
19.78,485.175,484.634,485.138
19.79,485.176,484.636,485.14
19.8,485.177,484.638,485.143
19.81,485.178,484.64,485.145
19.82,485.178,484.642,485.147
19.83,485.179,484.644,485.15
19.84,485.18,484.646,485.152
19.85,485.181,484.647,485.154
19.86,485.182,484.649,485.157
19.87,485.183,484.651,485.159
19.88,485.184,484.653,485.161
19.89,485.184,484.655,485.163
19.9,485.185,484.657,485.166
19.91,485.186,484.659,485.168
19.92,485.187,484.661,485.17
19.93,485.188,484.663,485.173
19.94,485.189,484.665,485.175
19.95,485.189,484.667,485.177
19.96,485.19,484.669,485.18
19.97,485.191,484.671,485.182
19.98,485.192,484.672,485.184
19.99,485.193,484.674,485.187
20,485.194,484.676,485.189
20.01,485.195,484.678,485.191
20.02,,484.68,485.193
20.0281,,,485.195
